Datum,1NPPL-111
1.2.2016. 00:00:00,404
2.2.2016. 00:00:00,405
3.2.2016. 00:00:00,406
4.2.2016. 00:00:00,406
5.2.2016. 00:00:00,407
6.2.2016. 00:00:00,407
7.2.2016. 00:00:00,407
8.2.2016. 00:00:00,406
9.2.2016. 00:00:00,405
10.2.2016. 00:00:00,402
11.2.2016. 00:00:00,399
12.2.2016. 00:00:00,394
13.2.2016. 00:00:00,387
14.2.2016. 00:00:00,384
15.2.2016. 00:00:00,386
16.2.2016. 00:00:00,383
17.2.2016. 00:00:00,377
18.2.2016. 00:00:00,354
19.2.2016. 00:00:00,335
20.2.2016. 00:00:00,330
21.2.2016. 00:00:00,324
22.2.2016. 00:00:00,310
23.2.2016. 00:00:00,305
24.2.2016. 00:00:00,307
25.2.2016. 00:00:00,307
26.2.2016. 00:00:00,298
27.2.2016. 00:00:00,294
28.2.2016. 00:00:00,292
29.2.2016. 00:00:00,281
1.3.2016. 00:00:00,279
2.3.2016. 00:00:00,285
3.3.2016. 00:00:00,283
4.3.2016. 00:00:00,272
5.3.2016. 00:00:00,271
6.3.2016. 00:00:00,272
7.3.2016. 00:00:00,267
8.3.2016. 00:00:00,272
9.3.2016. 00:00:00,270
10.3.2016. 00:00:00,261
11.3.2016. 00:00:00,254
12.3.2016. 00:00:00,247
13.3.2016. 00:00:00,243
14.3.2016. 00:00:00,243
15.3.2016. 00:00:00,243
16.3.2016. 00:00:00,246
17.3.2016. 00:00:00,249
18.3.2016. 00:00:00,255
19.3.2016. 00:00:00,261
20.3.2016. 00:00:00,267
21.3.2016. 00:00:00,266
22.3.2016. 00:00:00,266
23.3.2016. 00:00:00,261
24.3.2016. 00:00:00,267
25.3.2016. 00:00:00,285
26.3.2016. 00:00:00,289
27.3.2016. 00:00:00,295
28.3.2016. 00:00:00,307
29.3.2016. 00:00:00,316
30.3.2016. 00:00:00,323
31.3.2016. 00:00:00,323
1.4.2016. 00:00:00,320
2.4.2016. 00:00:00,323
3.4.2016. 00:00:00,330
4.4.2016. 00:00:00,337
5.4.2016. 00:00:00,346
6.4.2016. 00:00:00,352
7.4.2016. 00:00:00,354
8.4.2016. 00:00:00,354
9.4.2016. 00:00:00,355
10.4.2016. 00:00:00,359
11.4.2016. 00:00:00,362
12.4.2016. 00:00:00,364
13.4.2016. 00:00:00,365
14.4.2016. 00:00:00,365
15.4.2016. 00:00:00,366
16.4.2016. 00:00:00,368
17.4.2016. 00:00:00,370
18.4.2016. 00:00:00,371
19.4.2016. 00:00:00,373
20.4.2016. 00:00:00,375
21.4.2016. 00:00:00,377
22.4.2016. 00:00:00,378
23.4.2016. 00:00:00,379
24.4.2016. 00:00:00,380
25.4.2016. 00:00:00,373
26.4.2016. 00:00:00,372
27.4.2016. 00:00:00,376
28.4.2016. 00:00:00,379
29.4.2016. 00:00:00,381
30.4.2016. 00:00:00,380
1.5.2016. 00:00:00,383
2.5.2016. 00:00:00,384
3.5.2016. 00:00:00,384
4.5.2016. 00:00:00,373
5.5.2016. 00:00:00,350
6.5.2016. 00:00:00,354
7.5.2016. 00:00:00,352
8.5.2016. 00:00:00,349
9.5.2016. 00:00:00,349
10.5.2016. 00:00:00,349
11.5.2016. 00:00:00,348
12.5.2016. 00:00:00,345
13.5.2016. 00:00:00,341
14.5.2016. 00:00:00,345
15.5.2016. 00:00:00,347
16.5.2016. 00:00:00,350
17.5.2016. 00:00:00,353
18.5.2016. 00:00:00,352
19.5.2016. 00:00:00,348
20.5.2016. 00:00:00,346
21.5.2016. 00:00:00,342
22.5.2016. 00:00:00,332
23.5.2016. 00:00:00,322
24.5.2016. 00:00:00,305
25.5.2016. 00:00:00,309
26.5.2016. 00:00:00,317
27.5.2016. 00:00:00,331
28.5.2016. 00:00:00,341
29.5.2016. 00:00:00,351
30.5.2016. 00:00:00,355
31.5.2016. 00:00:00,355
1.6.2016. 00:00:00,359
2.6.2016. 00:00:00,361
3.6.2016. 00:00:00,364
4.6.2016. 00:00:00,366
5.6.2016. 00:00:00,365
6.6.2016. 00:00:00,366
7.6.2016. 00:00:00,363
8.6.2016. 00:00:00,362
9.6.2016. 00:00:00,359
10.6.2016. 00:00:00,357
11.6.2016. 00:00:00,353
12.6.2016. 00:00:00,354
13.6.2016. 00:00:00,355
14.6.2016. 00:00:00,357
15.6.2016. 00:00:00,362
16.6.2016. 00:00:00,360
17.6.2016. 00:00:00,356
18.6.2016. 00:00:00,357
19.6.2016. 00:00:00,357
20.6.2016. 00:00:00,352
21.6.2016. 00:00:00,349
22.6.2016. 00:00:00,347
23.6.2016. 00:00:00,353
24.6.2016. 00:00:00,359
25.6.2016. 00:00:00,362
26.6.2016. 00:00:00,359
27.6.2016. 00:00:00,348
28.6.2016. 00:00:00,335
29.6.2016. 00:00:00,332
30.6.2016. 00:00:00,343
1.7.2016. 00:00:00,352
2.7.2016. 00:00:00,356
3.7.2016. 00:00:00,360
4.7.2016. 00:00:00,362
5.7.2016. 00:00:00,364
6.7.2016. 00:00:00,365
7.7.2016. 00:00:00,368
8.7.2016. 00:00:00,372
9.7.2016. 00:00:00,375
10.7.2016. 00:00:00,379
11.7.2016. 00:00:00,381
12.7.2016. 00:00:00,384
13.7.2016. 00:00:00,388
14.7.2016. 00:00:00,392
15.7.2016. 00:00:00,395
16.7.2016. 00:00:00,393
17.7.2016. 00:00:00,390
18.7.2016. 00:00:00,391
19.7.2016. 00:00:00,394
20.7.2016. 00:00:00,397
21.7.2016. 00:00:00,398
22.7.2016. 00:00:00,397
23.7.2016. 00:00:00,392
24.7.2016. 00:00:00,384
25.7.2016. 00:00:00,379
26.7.2016. 00:00:00,377
27.7.2016. 00:00:00,376
28.7.2016. 00:00:00,379
29.7.2016. 00:00:00,382
30.7.2016. 00:00:00,382
31.7.2016. 00:00:00,387
1.8.2016. 00:00:00,390
2.8.2016. 00:00:00,392
3.8.2016. 00:00:00,391
4.8.2016. 00:00:00,395
5.8.2016. 00:00:00,396
6.8.2016. 00:00:00,399
7.8.2016. 00:00:00,399
8.8.2016. 00:00:00,401
9.8.2016. 00:00:00,398
10.8.2016. 00:00:00,401
11.8.2016. 00:00:00,403
12.8.2016. 00:00:00,401
13.8.2016. 00:00:00,404
14.8.2016. 00:00:00,405
15.8.2016. 00:00:00,406
16.8.2016. 00:00:00,407
17.8.2016. 00:00:00,407
18.8.2016. 00:00:00,406
19.8.2016. 00:00:00,407
20.8.2016. 00:00:00,408
21.8.2016. 00:00:00,409
22.8.2016. 00:00:00,410
23.8.2016. 00:00:00,406
24.8.2016. 00:00:00,404
25.8.2016. 00:00:00,406
26.8.2016. 00:00:00,408
27.8.2016. 00:00:00,409
28.8.2016. 00:00:00,411
29.8.2016. 00:00:00,411
30.8.2016. 00:00:00,411
31.8.2016. 00:00:00,413
1.9.2016. 00:00:00,413
2.9.2016. 00:00:00,415
3.9.2016. 00:00:00,416
4.9.2016. 00:00:00,417
5.9.2016. 00:00:00,418
6.9.2016. 00:00:00,417
7.9.2016. 00:00:00,415
8.9.2016. 00:00:00,417
9.9.2016. 00:00:00,420
10.9.2016. 00:00:00,421
11.9.2016. 00:00:00,421
12.9.2016. 00:00:00,421
13.9.2016. 00:00:00,422
14.9.2016. 00:00:00,423
15.9.2016. 00:00:00,422
16.9.2016. 00:00:00,423
17.9.2016. 00:00:00,424
18.9.2016. 00:00:00,424
19.9.2016. 00:00:00,424
20.9.2016. 00:00:00,420
21.9.2016. 00:00:00,420
22.9.2016. 00:00:00,422
23.9.2016. 00:00:00,423
24.9.2016. 00:00:00,424
25.9.2016. 00:00:00,424
26.9.2016. 00:00:00,423
27.9.2016. 00:00:00,422
28.9.2016. 00:00:00,422
29.9.2016. 00:00:00,422
30.9.2016. 00:00:00,422
1.10.2016. 00:00:00,424
2.10.2016. 00:00:00,424
3.10.2016. 00:00:00,426
4.10.2016. 00:00:00,425
5.10.2016. 00:00:00,425
6.10.2016. 00:00:00,425
7.10.2016. 00:00:00,426
8.10.2016. 00:00:00,425
9.10.2016. 00:00:00,425
10.10.2016. 00:00:00,424
11.10.2016. 00:00:00,422
12.10.2016. 00:00:00,422
13.10.2016. 00:00:00,418
14.10.2016. 00:00:00,419
15.10.2016. 00:00:00,419
16.10.2016. 00:00:00,420
17.10.2016. 00:00:00,419
18.10.2016. 00:00:00,419
19.10.2016. 00:00:00,419
20.10.2016. 00:00:00,419
21.10.2016. 00:00:00,419
22.10.2016. 00:00:00,419
23.10.2016. 00:00:00,415
24.10.2016. 00:00:00,415
25.10.2016. 00:00:00,415
26.10.2016. 00:00:00,415
27.10.2016. 00:00:00,417
28.10.2016. 00:00:00,417
29.10.2016. 00:00:00,416
30.10.2016. 00:00:00,415
31.10.2016. 00:00:00,415
1.11.2016. 00:00:00,414
2.11.2016. 00:00:00,413
3.11.2016. 00:00:00,414
4.11.2016. 00:00:00,415
5.11.2016. 00:00:00,415
6.11.2016. 00:00:00,416
7.11.2016. 00:00:00,417
8.11.2016. 00:00:00,415
9.11.2016. 00:00:00,409
10.11.2016. 00:00:00,407
11.11.2016. 00:00:00,407
12.11.2016. 00:00:00,404
13.11.2016. 00:00:00,396
14.11.2016. 00:00:00,376
15.11.2016. 00:00:00,330
16.11.2016. 00:00:00,295
17.11.2016. 00:00:00,294
18.11.2016. 00:00:00,295
19.11.2016. 00:00:00,290
20.11.2016. 00:00:00,289
21.11.2016. 00:00:00,287
22.11.2016. 00:00:00,301
23.11.2016. 00:00:00,316
24.11.2016. 00:00:00,325
25.11.2016. 00:00:00,332
26.11.2016. 00:00:00,336
27.11.2016. 00:00:00,332
28.11.2016. 00:00:00,339
29.11.2016. 00:00:00,349
30.11.2016. 00:00:00,356
1.12.2016. 00:00:00,362
2.12.2016. 00:00:00,368
3.12.2016. 00:00:00,375
4.12.2016. 00:00:00,379
5.12.2016. 00:00:00,381
6.12.2016. 00:00:00,383
7.12.2016. 00:00:00,386
8.12.2016. 00:00:00,388
9.12.2016. 00:00:00,390
10.12.2016. 00:00:00,392
11.12.2016. 00:00:00,394
12.12.2016. 00:00:00,395
13.12.2016. 00:00:00,397
14.12.2016. 00:00:00,398
15.12.2016. 00:00:00,400
16.12.2016. 00:00:00,403
17.12.2016. 00:00:00,403
18.12.2016. 00:00:00,404
19.12.2016. 00:00:00,405
20.12.2016. 00:00:00,406
21.12.2016. 00:00:00,407
22.12.2016. 00:00:00,407
23.12.2016. 00:00:00,408
24.12.2016. 00:00:00,409
25.12.2016. 00:00:00,409
26.12.2016. 00:00:00,410
27.12.2016. 00:00:00,411
28.12.2016. 00:00:00,411
29.12.2016. 00:00:00,412
30.12.2016. 00:00:00,413
31.12.2016. 00:00:00,414
1.1.2017. 00:00:00,415
2.1.2017. 00:00:00,414
3.1.2017. 00:00:00,415
4.1.2017. 00:00:00,416
5.1.2017. 00:00:00,416
6.1.2017. 00:00:00,417
7.1.2017. 00:00:00,418
8.1.2017. 00:00:00,419
9.1.2017. 00:00:00,420
10.1.2017. 00:00:00,421
11.1.2017. 00:00:00,422
12.1.2017. 00:00:00,423
13.1.2017. 00:00:00,424
14.1.2017. 00:00:00,424
15.1.2017. 00:00:00,424
16.1.2017. 00:00:00,423
17.1.2017. 00:00:00,423
18.1.2017. 00:00:00,423
19.1.2017. 00:00:00,422
20.1.2017. 00:00:00,421
21.1.2017. 00:00:00,421
22.1.2017. 00:00:00,422
23.1.2017. 00:00:00,422
24.1.2017. 00:00:00,423
25.1.2017. 00:00:00,424
26.1.2017. 00:00:00,424
27.1.2017. 00:00:00,425
28.1.2017. 00:00:00,428
29.1.2017. 00:00:00,427
30.1.2017. 00:00:00,428
31.1.2017. 00:00:00,428
1.2.2017. 00:00:00,427
2.2.2017. 00:00:00,426
3.2.2017. 00:00:00,426
4.2.2017. 00:00:00,426
5.2.2017. 00:00:00,425
6.2.2017. 00:00:00,425
7.2.2017. 00:00:00,422
8.2.2017. 00:00:00,421
9.2.2017. 00:00:00,415
10.2.2017. 00:00:00,411
11.2.2017. 00:00:00,404
12.2.2017. 00:00:00,393
13.2.2017. 00:00:00,378
14.2.2017. 00:00:00,375
15.2.2017. 00:00:00,379
16.2.2017. 00:00:00,382
17.2.2017. 00:00:00,383
18.2.2017. 00:00:00,384
19.2.2017. 00:00:00,386
20.2.2017. 00:00:00,390
21.2.2017. 00:00:00,392
22.2.2017. 00:00:00,392
23.2.2017. 00:00:00,394
24.2.2017. 00:00:00,395
25.2.2017. 00:00:00,396
26.2.2017. 00:00:00,397
27.2.2017. 00:00:00,395
28.2.2017. 00:00:00,394
1.3.2017. 00:00:00,388
2.3.2017. 00:00:00,384
3.3.2017. 00:00:00,382
4.3.2017. 00:00:00,381
5.3.2017. 00:00:00,378
6.3.2017. 00:00:00,373
7.3.2017. 00:00:00,366
8.3.2017. 00:00:00,361
9.3.2017. 00:00:00,361
10.3.2017. 00:00:00,360
11.3.2017. 00:00:00,358
12.3.2017. 00:00:00,359
13.3.2017. 00:00:00,361
14.3.2017. 00:00:00,362
15.3.2017. 00:00:00,362
16.3.2017. 00:00:00,353
17.3.2017. 00:00:00,343
18.3.2017. 00:00:00,331
19.3.2017. 00:00:00,338
20.3.2017. 00:00:00,348
21.3.2017. 00:00:00,359
22.3.2017. 00:00:00,367
23.3.2017. 00:00:00,373
24.3.2017. 00:00:00,377
25.3.2017. 00:00:00,378
26.3.2017. 00:00:00,372
27.3.2017. 00:00:00,370
28.3.2017. 00:00:00,368
29.3.2017. 00:00:00,367
30.3.2017. 00:00:00,366
31.3.2017. 00:00:00,368
1.4.2017. 00:00:00,372
2.4.2017. 00:00:00,376
3.4.2017. 00:00:00,381
4.4.2017. 00:00:00,384
5.4.2017. 00:00:00,387
6.4.2017. 00:00:00,389
7.4.2017. 00:00:00,392
8.4.2017. 00:00:00,393
9.4.2017. 00:00:00,395
10.4.2017. 00:00:00,396
11.4.2017. 00:00:00,397
12.4.2017. 00:00:00,399
13.4.2017. 00:00:00,399
14.4.2017. 00:00:00,401
15.4.2017. 00:00:00,401
16.4.2017. 00:00:00,403
17.4.2017. 00:00:00,404
18.4.2017. 00:00:00,405
19.4.2017. 00:00:00,407
20.4.2017. 00:00:00,405
21.4.2017. 00:00:00,406
22.4.2017. 00:00:00,406
23.4.2017. 00:00:00,405
24.4.2017. 00:00:00,403
25.4.2017. 00:00:00,403
26.4.2017. 00:00:00,402
27.4.2017. 00:00:00,401
28.4.2017. 00:00:00,401
29.4.2017. 00:00:00,401
30.4.2017. 00:00:00,402
1.5.2017. 00:00:00,405
2.5.2017. 00:00:00,404
3.5.2017. 00:00:00,404
4.5.2017. 00:00:00,403
5.5.2017. 00:00:00,400
6.5.2017. 00:00:00,385
7.5.2017. 00:00:00,376
8.5.2017. 00:00:00,370
9.5.2017. 00:00:00,368
10.5.2017. 00:00:00,367
11.5.2017. 00:00:00,364
12.5.2017. 00:00:00,364
13.5.2017. 00:00:00,366
14.5.2017. 00:00:00,369
15.5.2017. 00:00:00,370
16.5.2017. 00:00:00,369
17.5.2017. 00:00:00,369
18.5.2017. 00:00:00,367
19.5.2017. 00:00:00,365
20.5.2017. 00:00:00,366
21.5.2017. 00:00:00,368
22.5.2017. 00:00:00,367
23.5.2017. 00:00:00,369
24.5.2017. 00:00:00,374
25.5.2017. 00:00:00,377
26.5.2017. 00:00:00,381
27.5.2017. 00:00:00,384
28.5.2017. 00:00:00,386
29.5.2017. 00:00:00,389
30.5.2017. 00:00:00,390
31.5.2017. 00:00:00,393
1.6.2017. 00:00:00,394
2.6.2017. 00:00:00,396
3.6.2017. 00:00:00,398
4.6.2017. 00:00:00,400
5.6.2017. 00:00:00,402
6.6.2017. 00:00:00,403
7.6.2017. 00:00:00,405
8.6.2017. 00:00:00,402
9.6.2017. 00:00:00,398
10.6.2017. 00:00:00,402
11.6.2017. 00:00:00,403
12.6.2017. 00:00:00,405
13.6.2017. 00:00:00,406
14.6.2017. 00:00:00,408
15.6.2017. 00:00:00,408
16.6.2017. 00:00:00,409
17.6.2017. 00:00:00,411
18.6.2017. 00:00:00,412
19.6.2017. 00:00:00,412
20.6.2017. 00:00:00,414
21.6.2017. 00:00:00,416
22.6.2017. 00:00:00,417
23.6.2017. 00:00:00,419
24.6.2017. 00:00:00,421
25.6.2017. 00:00:00,422
26.6.2017. 00:00:00,423
27.6.2017. 00:00:00,424
28.6.2017. 00:00:00,425
29.6.2017. 00:00:00,427
30.6.2017. 00:00:00,428
1.7.2017. 00:00:00,430
2.7.2017. 00:00:00,430
3.7.2017. 00:00:00,429
4.7.2017. 00:00:00,429
5.7.2017. 00:00:00,431
6.7.2017. 00:00:00,432
7.7.2017. 00:00:00,434
8.7.2017. 00:00:00,434
9.7.2017. 00:00:00,434
10.7.2017. 00:00:00,435
11.7.2017. 00:00:00,436
12.7.2017. 00:00:00,437
13.7.2017. 00:00:00,438
14.7.2017. 00:00:00,438
15.7.2017. 00:00:00,439
16.7.2017. 00:00:00,439
17.7.2017. 00:00:00,440
18.7.2017. 00:00:00,440
19.7.2017. 00:00:00,441
20.7.2017. 00:00:00,442
21.7.2017. 00:00:00,443
22.7.2017. 00:00:00,443
23.7.2017. 00:00:00,443
24.7.2017. 00:00:00,444
25.7.2017. 00:00:00,445
26.7.2017. 00:00:00,441
27.7.2017. 00:00:00,441
28.7.2017. 00:00:00,442
29.7.2017. 00:00:00,443
30.7.2017. 00:00:00,445
31.7.2017. 00:00:00,445
1.8.2017. 00:00:00,445
2.8.2017. 00:00:00,445
3.8.2017. 00:00:00,445
4.8.2017. 00:00:00,445
5.8.2017. 00:00:00,446
6.8.2017. 00:00:00,446
7.8.2017. 00:00:00,447
8.8.2017. 00:00:00,442
9.8.2017. 00:00:00,443
10.8.2017. 00:00:00,446
11.8.2017. 00:00:00,448
12.8.2017. 00:00:00,449
13.8.2017. 00:00:00,447
14.8.2017. 00:00:00,443
15.8.2017. 00:00:00,442
16.8.2017. 00:00:00,443
17.8.2017. 00:00:00,443
18.8.2017. 00:00:00,444
19.8.2017. 00:00:00,445
20.8.2017. 00:00:00,447
21.8.2017. 00:00:00,446
22.8.2017. 00:00:00,446
23.8.2017. 00:00:00,447
24.8.2017. 00:00:00,448
25.8.2017. 00:00:00,449
26.8.2017. 00:00:00,450
27.8.2017. 00:00:00,450
28.8.2017. 00:00:00,451
29.8.2017. 00:00:00,451
30.8.2017. 00:00:00,451
31.8.2017. 00:00:00,451
1.9.2017. 00:00:00,452
2.9.2017. 00:00:00,453
3.9.2017. 00:00:00,453
4.9.2017. 00:00:00,450
5.9.2017. 00:00:00,452
6.9.2017. 00:00:00,453
7.9.2017. 00:00:00,454
8.9.2017. 00:00:00,455
9.9.2017. 00:00:00,454
10.9.2017. 00:00:00,451
11.9.2017. 00:00:00,452
12.9.2017. 00:00:00,452
13.9.2017. 00:00:00,449
14.9.2017. 00:00:00,448
15.9.2017. 00:00:00,448
16.9.2017. 00:00:00,448
17.9.2017. 00:00:00,450
18.9.2017. 00:00:00,450
19.9.2017. 00:00:00,448
20.9.2017. 00:00:00,448
21.9.2017. 00:00:00,446
22.9.2017. 00:00:00,444
23.9.2017. 00:00:00,443
24.9.2017. 00:00:00,443
25.9.2017. 00:00:00,443
26.9.2017. 00:00:00,441
27.9.2017. 00:00:00,439
28.9.2017. 00:00:00,438
29.9.2017. 00:00:00,437
30.9.2017. 00:00:00,435
1.10.2017. 00:00:00,432
2.10.2017. 00:00:00,429
3.10.2017. 00:00:00,427
4.10.2017. 00:00:00,427
5.10.2017. 00:00:00,427
6.10.2017. 00:00:00,428
7.10.2017. 00:00:00,428
8.10.2017. 00:00:00,428
9.10.2017. 00:00:00,430
10.10.2017. 00:00:00,431
11.10.2017. 00:00:00,432
12.10.2017. 00:00:00,432
13.10.2017. 00:00:00,433
14.10.2017. 00:00:00,433
15.10.2017. 00:00:00,434
16.10.2017. 00:00:00,434
17.10.2017. 00:00:00,435
18.10.2017. 00:00:00,434
19.10.2017. 00:00:00,435
20.10.2017. 00:00:00,435
21.10.2017. 00:00:00,436
22.10.2017. 00:00:00,436
23.10.2017. 00:00:00,436
24.10.2017. 00:00:00,436
25.10.2017. 00:00:00,433
26.10.2017. 00:00:00,432
27.10.2017. 00:00:00,433
28.10.2017. 00:00:00,433
29.10.2017. 00:00:00,433
30.10.2017. 00:00:00,432
31.10.2017. 00:00:00,432
1.11.2017. 00:00:00,431
2.11.2017. 00:00:00,431
3.11.2017. 00:00:00,430
4.11.2017. 00:00:00,430
5.11.2017. 00:00:00,430
6.11.2017. 00:00:00,428
7.11.2017. 00:00:00,428
8.11.2017. 00:00:00,428
9.11.2017. 00:00:00,428
10.11.2017. 00:00:00,429
11.11.2017. 00:00:00,429
12.11.2017. 00:00:00,429
13.11.2017. 00:00:00,428
14.11.2017. 00:00:00,427
15.11.2017. 00:00:00,427
16.11.2017. 00:00:00,426
17.11.2017. 00:00:00,426
18.11.2017. 00:00:00,425
19.11.2017. 00:00:00,424
20.11.2017. 00:00:00,423
21.11.2017. 00:00:00,422
22.11.2017. 00:00:00,420
23.11.2017. 00:00:00,418
24.11.2017. 00:00:00,417
25.11.2017. 00:00:00,417
26.11.2017. 00:00:00,417
27.11.2017. 00:00:00,417
28.11.2017. 00:00:00,418
29.11.2017. 00:00:00,418
30.11.2017. 00:00:00,417
1.12.2017. 00:00:00,416
2.12.2017. 00:00:00,416
3.12.2017. 00:00:00,416
4.12.2017. 00:00:00,413
5.12.2017. 00:00:00,402
6.12.2017. 00:00:00,394
7.12.2017. 00:00:00,394
8.12.2017. 00:00:00,396
9.12.2017. 00:00:00,397
10.12.2017. 00:00:00,398
11.12.2017. 00:00:00,399
12.12.2017. 00:00:00,400
13.12.2017. 00:00:00,402
14.12.2017. 00:00:00,403
15.12.2017. 00:00:00,403
16.12.2017. 00:00:00,401
17.12.2017. 00:00:00,395
18.12.2017. 00:00:00,376
19.12.2017. 00:00:00,348
20.12.2017. 00:00:00,335
21.12.2017. 00:00:00,328
22.12.2017. 00:00:00,329
23.12.2017. 00:00:00,333
24.12.2017. 00:00:00,335
25.12.2017. 00:00:00,328
26.12.2017. 00:00:00,328
27.12.2017. 00:00:00,336
28.12.2017. 00:00:00,339
29.12.2017. 00:00:00,340
30.12.2017. 00:00:00,343
31.12.2017. 00:00:00,342
